basket_items,total_sales,distinct_products,online_purchases,in_store_purchases,avg_purchase_value,avg_discount_used,promo_used,promo_response_rate,total_transactions,customer_order_count,days_since_prev_purchase,customer_mean_gap,customer_tenure_days,avg_ticket_size,avg_item_value,discount_impact,distinct_categories,purchase_frequency,items_per_order
483,636.25,24,4,0,636.25,0.0,0.0,0.0,1,4,70.0,52.0,157,786.6875,1.3172877846790891,0.0,0.0,0.02531645569620253,483.0
196,382.52,18,5,0,382.52,0.0,0.0,0.0,1,5,63.0,54.75,220,705.854,1.9516326530612245,0.0,0.0,0.02262443438914027,196.0
277,584.9100000000001,22,6,0,584.9100000000001,0.0,0.0,0.0,1,6,53.0,54.4,274,685.6966666666667,2.1115884476534297,0.0,0.0,0.02181818181818182,277.0
373,222.16,20,1,0,222.16,0.0,0.0,0.0,1,1,0.0,0.0,0,222.16,0.595603217158177,0.0,0.0,1.0,373.0
1254,892.8,13,2,0,892.8,0.0,0.0,0.0,1,2,80.0,80.0,80,557.48,0.7119617224880382,0.0,0.0,0.024691358024691357,1254.0
601,227.44,6,3,0,227.44,0.0,0.0,0.0,1,3,39.0,59.5,119,447.46666666666664,0.3784359400998336,0.0,0.0,0.025,601.0
269,367.0,5,4,0,367.0,0.0,0.0,0.0,1,4,70.0,63.0,189,427.34999999999997,1.3643122676579926,0.0,0.0,0.021052631578947368,269.0
5,-24.15,5,1,0,-24.15,0.0,0.0,0.0,1,1,0.0,0.0,0,-24.15,-4.83,0.0,0.0,1.0,5.0
473,1068.52,46,2,0,1068.52,0.0,0.0,0.0,1,2,146.0,146.0,146,522.185,2.259027484143763,0.0,0.0,0.013605442176870748,473.0
1,200.0,1,3,0,200.0,0.0,0.0,0.0,1,3,18.0,82.0,164,414.78999999999996,200.0,0.0,0.0,0.01818181818181818,1.0
519,1402.62,55,4,0,1402.62,0.0,0.0,0.0,1,4,162.0,108.66666666666667,327,661.7475,2.7025433526011557,0.0,0.0,0.012195121951219513,519.0
197,334.4,17,1,0,334.4,0.0,0.0,0.0,1,1,0.0,0.0,0,334.4,1.69746192893401,0.0,0.0,1.0,197.0
261,300.93,21,1,0,300.93,0.0,0.0,0.0,1,1,0.0,0.0,0,300.93,1.1529885057471265,0.0,0.0,1.0,261.0
77,143.75,6,1,0,143.75,0.0,0.0,0.0,1,1,0.0,0.0,0,143.75,1.8668831168831168,0.0,0.0,1.0,77.0
111,200.05,12,2,0,200.05,0.0,0.0,0.0,1,2,16.0,16.0,16,171.9,1.8022522522522524,0.0,0.0,0.11764705882352941,111.0
98,296.5,15,3,0,296.5,0.0,0.0,0.0,1,3,79.0,47.5,96,213.4333333333333,3.0255102040816326,0.0,0.0,0.030927835051546393,98.0
26,144.35,5,4,0,144.35,0.0,0.0,0.0,1,4,13.0,36.0,109,196.1625,5.551923076923076,0.0,0.0,0.03636363636363636,26.0
2,-463.8,1,5,0,-463.8,0.0,0.0,0.0,1,5,0.0,36.0,109,64.17,-231.9,0.0,0.0,0.045454545454545456,2.0
1,-376.5,1,6,0,-376.5,0.0,0.0,0.0,1,6,0.0,36.0,109,-9.274999999999997,-376.5,0.0,0.0,0.05454545454545454,1.0
3,840.3,1,7,0,840.3,0.0,0.0,0.0,1,7,0.0,36.0,109,112.09285714285714,280.09999999999997,0.0,0.0,0.06363636363636363,3.0
63,120.33,7,8,0,120.33,0.0,0.0,0.0,1,8,16.0,31.0,125,113.1225,1.91,0.0,0.0,0.06349206349206349,63.0
63,-120.33,7,9,0,-120.33,0.0,0.0,0.0,1,9,5.0,25.8,130,87.18333333333334,-1.91,0.0,0.0,0.06870229007633588,63.0
64,160.33,8,10,0,160.33,0.0,0.0,0.0,1,10,0.0,25.8,130,94.498,2.50515625,0.0,0.0,0.07633587786259542,64.0
192,317.76,20,1,0,317.76,0.0,0.0,0.0,1,1,0.0,0.0,0,317.76,1.655,0.0,0.0,1.0,192.0
20,89.0,4,2,0,89.0,0.0,0.0,0.0,1,2,204.0,204.0,204,203.38,4.45,0.0,0.0,0.00975609756097561,20.0
530,1079.4,58,1,0,1079.4,0.0,0.0,0.0,1,1,0.0,0.0,0,1079.4,2.036603773584906,0.0,0.0,1.0,530.0
303,488.21000000000004,22,1,0,488.21000000000004,0.0,0.0,0.0,1,1,0.0,0.0,0,488.21000000000004,1.6112541254125414,0.0,0.0,1.0,303.0
240,459.4,13,2,0,459.4,0.0,0.0,0.0,1,2,353.0,353.0,353,473.805,1.9141666666666666,0.0,0.0,0.005649717514124294,240.0
840,910.44,37,1,0,910.44,0.0,0.0,0.0,1,1,0.0,0.0,0,910.44,1.0838571428571429,0.0,0.0,1.0,840.0
730,2301.96,20,2,0,2301.96,0.0,0.0,0.0,1,2,31.0,31.0,31,1606.2,3.153369863013699,0.0,0.0,0.0625,730.0
256,349.85,25,3,0,349.85,0.0,0.0,0.0,1,3,12.0,21.5,44,1187.4166666666667,1.3666015625,0.0,0.0,0.06666666666666667,256.0
1216,2271.62,36,4,0,2271.62,0.0,0.0,0.0,1,4,54.0,32.333333333333336,99,1458.4675,1.8681085526315788,0.0,0.0,0.04,1216.0
370,481.46000000000004,21,5,0,481.46000000000004,0.0,0.0,0.0,1,5,80.0,44.25,179,1263.066,1.3012432432432433,0.0,0.0,0.027777777777777776,370.0
3878,11229.99,164,1,0,11229.99,0.0,0.0,0.0,1,1,0.0,0.0,0,11229.99,2.895820010314595,0.0,0.0,1.0,3878.0
1,850.0,1,2,0,850.0,0.0,0.0,0.0,1,2,0.0,0.0,0,6039.995,850.0,0.0,0.0,2.0,1.0
309,1429.83,17,1,0,1429.83,0.0,0.0,0.0,1,1,0.0,0.0,0,1429.83,4.627281553398058,0.0,0.0,1.0,309.0
281,268.1,17,2,0,268.1,0.0,0.0,0.0,1,2,181.0,181.0,181,848.9649999999999,0.9540925266903916,0.0,0.0,0.01098901098901099,281.0
241,1021.08,23,3,0,1021.08,0.0,0.0,0.0,1,3,174.0,177.5,356,906.3366666666667,4.236846473029046,0.0,0.0,0.008403361344537815,241.0
100,484.86,12,4,0,484.86,0.0,0.0,0.0,1,4,224.0,193.0,581,800.9675,4.8486,0.0,0.0,0.006872852233676976,100.0
397,760.69,32,1,0,760.69,0.0,0.0,0.0,1,1,0.0,0.0,0,760.69,1.9160957178841311,0.0,0.0,1.0,397.0
212,78.2,2,2,0,78.2,0.0,0.0,0.0,1,2,11.0,11.0,11,419.44500000000005,0.3688679245283019,0.0,0.0,0.16666666666666666,212.0
212,-78.2,2,3,0,-78.2,0.0,0.0,0.0,1,3,0.0,11.0,11,253.56333333333336,-0.3688679245283019,0.0,0.0,0.25,212.0
104,337.74,19,4,0,337.74,0.0,0.0,0.0,1,4,81.0,46.0,92,274.6075,3.2475,0.0,0.0,0.043010752688172046,104.0
64,345.6,13,5,0,345.6,0.0,0.0,0.0,1,5,14.0,35.333333333333336,107,288.80600000000004,5.4,0.0,0.0,0.046296296296296294,64.0
4,-15.8,2,6,0,-15.8,0.0,0.0,0.0,1,6,19.0,31.25,127,238.03833333333333,-3.95,0.0,0.0,0.046875,4.0
100,489.8,20,7,0,489.8,0.0,0.0,0.0,1,7,71.0,39.2,198,274.00428571428574,4.898,0.0,0.0,0.035175879396984924,100.0
253,551.33,31,8,0,551.33,0.0,0.0,0.0,1,8,110.0,51.0,308,308.67,2.1791699604743084,0.0,0.0,0.025889967637540454,253.0
144,547.5,16,9,0,547.5,0.0,0.0,0.0,1,9,94.0,57.142857142857146,402,335.2066666666667,3.8020833333333335,0.0,0.0,0.022332506203473945,144.0
465,1838.9099999999999,80,10,0,1838.9099999999999,0.0,0.0,0.0,1,10,26.0,53.25,429,485.57700000000006,3.954645161290322,0.0,0.0,0.023255813953488372,465.0
4,-35.8,2,11,0,-35.8,0.0,0.0,0.0,1,11,64.0,54.44444444444444,494,438.1790909090909,-8.95,0.0,0.0,0.022222222222222223,4.0
356,1109.32,47,12,0,1109.32,0.0,0.0,0.0,1,12,50.0,54.0,544,494.1075,3.116067415730337,0.0,0.0,0.022018348623853212,356.0
100,118.00000000000001,10,1,0,118.00000000000001,0.0,0.0,0.0,1,1,0.0,0.0,0,118.00000000000001,1.1800000000000002,0.0,0.0,1.0,100.0
1,40.0,1,2,0,40.0,0.0,0.0,0.0,1,2,30.0,30.0,30,79.0,40.0,0.0,0.0,0.06451612903225806,1.0
655,622.04,34,3,0,622.04,0.0,0.0,0.0,1,3,61.0,45.5,92,260.0133333333333,0.949679389312977,0.0,0.0,0.03225806451612903,655.0
1,-40.0,1,4,0,-40.0,0.0,0.0,0.0,1,4,0.0,45.5,92,185.01,-40.0,0.0,0.0,0.043010752688172046,1.0
535,690.79,42,5,0,690.79,0.0,0.0,0.0,1,5,171.0,87.33333333333333,263,286.166,1.291196261682243,0.0,0.0,0.01893939393939394,535.0
3,120.0,1,6,0,120.0,0.0,0.0,0.0,1,6,12.0,68.5,276,258.47166666666664,40.0,0.0,0.0,0.021660649819494584,3.0
434,1083.58,45,7,0,1083.58,0.0,0.0,0.0,1,7,178.0,90.4,455,376.3442857142857,2.496728110599078,0.0,0.0,0.015350877192982455,434.0
240,534.7,30,8,0,534.7,0.0,0.0,0.0,1,8,88.0,90.0,543,396.13874999999996,2.2279166666666668,0.0,0.0,0.014705882352941176,240.0
45,109.19999999999999,7,1,0,109.19999999999999,0.0,0.0,0.0,1,1,0.0,0.0,0,109.19999999999999,2.4266666666666663,0.0,0.0,1.0,45.0
38,98.15,6,2,0,98.15,0.0,0.0,0.0,1,2,103.0,103.0,103,103.675,2.5828947368421056,0.0,0.0,0.019230769230769232,38.0
61,114.0,6,3,0,114.0,0.0,0.0,0.0,1,3,116.0,109.5,220,107.11666666666667,1.8688524590163935,0.0,0.0,0.013574660633484163,61.0
91,189.9,10,4,0,189.9,0.0,0.0,0.0,1,4,174.0,131.0,394,127.8125,2.086813186813187,0.0,0.0,0.010126582278481013,91.0
1,130.0,1,1,0,130.0,0.0,0.0,0.0,1,1,0.0,0.0,0,130.0,130.0,0.0,0.0,1.0,1.0
229,479.1,27,2,0,479.1,0.0,0.0,0.0,1,2,443.0,443.0,443,304.55,2.0921397379912663,0.0,0.0,0.0045045045045045045,229.0
2,-4.9,2,3,0,-4.9,0.0,0.0,0.0,1,3,7.0,225.0,450,201.4,-2.45,0.0,0.0,0.0066518847006651885,2.0
275,495.24,29,4,0,495.24,0.0,0.0,0.0,1,4,62.0,170.66666666666666,512,274.86,1.8008727272727274,0.0,0.0,0.007797270955165692,275.0
144,303.76,19,5,0,303.76,0.0,0.0,0.0,1,5,70.0,145.5,583,280.64,2.1094444444444442,0.0,0.0,0.008561643835616438,144.0
340,469.25,30,6,0,469.25,0.0,0.0,0.0,1,6,35.0,123.4,618,312.075,1.3801470588235294,0.0,0.0,0.009693053311793215,340.0
8,-17.9,3,7,0,-17.9,0.0,0.0,0.0,1,7,7.0,104.0,626,264.93571428571425,-2.2375,0.0,0.0,0.011164274322169059,8.0
282,299.1,16,1,0,299.1,0.0,0.0,0.0,1,1,0.0,0.0,0,299.1,1.0606382978723405,0.0,0.0,1.0,282.0
126,252.9,7,2,0,252.9,0.0,0.0,0.0,1,2,132.0,132.0,132,276.0,2.007142857142857,0.0,0.0,0.015037593984962405,126.0
555,623.92,34,1,0,623.92,0.0,0.0,0.0,1,1,0.0,0.0,0,623.92,1.12418018018018,0.0,0.0,1.0,555.0
173,320.69,21,1,0,320.69,0.0,0.0,0.0,1,1,0.0,0.0,0,320.69,1.853699421965318,0.0,0.0,1.0,173.0
1,-320.69,1,2,0,-320.69,0.0,0.0,0.0,1,2,0.0,0.0,0,0.0,-320.69,0.0,0.0,2.0,1.0
1,320.69,1,3,0,320.69,0.0,0.0,0.0,1,3,0.0,0.0,0,106.89666666666666,320.69,0.0,0.0,3.0,1.0
296,500.24,3,1,0,500.24,0.0,0.0,0.0,1,1,0.0,0.0,0,500.24,1.69,0.0,0.0,1.0,296.0
330,917.6999999999999,18,1,0,917.6999999999999,0.0,0.0,0.0,1,1,0.0,0.0,0,917.6999999999999,2.7809090909090908,0.0,0.0,1.0,330.0
209,348.32,9,1,0,348.32,0.0,0.0,0.0,1,1,0.0,0.0,0,348.32,1.666602870813397,0.0,0.0,1.0,209.0
946,1259.48,75,2,0,1259.48,0.0,0.0,0.0,1,2,192.0,192.0,192,803.9,1.3313742071881607,0.0,0.0,0.010362694300518135,946.0
86,183.35,9,3,0,183.35,0.0,0.0,0.0,1,3,35.0,113.5,228,597.05,2.1319767441860464,0.0,0.0,0.013100436681222707,86.0
172,562.96,25,1,0,562.96,0.0,0.0,0.0,1,1,0.0,0.0,0,562.96,3.273023255813954,0.0,0.0,1.0,172.0
59,141.06,7,2,0,141.06,0.0,0.0,0.0,1,2,44.0,44.0,44,352.01,2.390847457627119,0.0,0.0,0.044444444444444446,59.0
21,70.6,3,3,0,70.6,0.0,0.0,0.0,1,3,0.0,44.0,44,258.20666666666665,3.3619047619047615,0.0,0.0,0.06666666666666667,21.0
917,1590.82,82,4,0,1590.82,0.0,0.0,0.0,1,4,264.0,154.0,308,591.36,1.7348091603053435,0.0,0.0,0.012944983818770227,917.0
51,277.2,8,5,0,277.2,0.0,0.0,0.0,1,5,2.0,103.33333333333333,310,528.528,5.435294117647058,0.0,0.0,0.01607717041800643,51.0
1005,938.39,48,6,0,938.39,0.0,0.0,0.0,1,6,83.0,98.25,394,596.8383333333333,0.9337213930348258,0.0,0.0,0.015189873417721518,1005.0
171,320.88,17,1,0,320.88,0.0,0.0,0.0,1,1,0.0,0.0,0,320.88,1.8764912280701753,0.0,0.0,1.0,171.0
81,286.8,17,2,0,286.8,0.0,0.0,0.0,1,2,0.0,0.0,0,303.84000000000003,3.5407407407407407,0.0,0.0,2.0,81.0
593,1571.74,70,3,0,1571.74,0.0,0.0,0.0,1,3,235.0,235.0,235,726.4733333333334,2.650489038785835,0.0,0.0,0.012711864406779662,593.0
224,399.22,20,1,0,399.22,0.0,0.0,0.0,1,1,0.0,0.0,0,399.22,1.782232142857143,0.0,0.0,1.0,224.0
368,515.7,19,2,0,515.7,0.0,0.0,0.0,1,2,83.0,83.0,83,457.46000000000004,1.401358695652174,0.0,0.0,0.023809523809523808,368.0
208,437.90000000000003,21,1,0,437.90000000000003,0.0,0.0,0.0,1,1,0.0,0.0,0,437.90000000000003,2.1052884615384615,0.0,0.0,1.0,208.0
111,325.15000000000003,16,2,0,325.15000000000003,0.0,0.0,0.0,1,2,49.0,49.0,49,381.52500000000003,2.9292792792792794,0.0,0.0,0.04,111.0
197,364.6,14,3,0,364.6,0.0,0.0,0.0,1,3,312.0,180.5,362,375.8833333333334,1.8507614213197972,0.0,0.0,0.008264462809917356,197.0
798,1388.54,36,1,0,1388.54,0.0,0.0,0.0,1,1,0.0,0.0,0,1388.54,1.7400250626566416,0.0,0.0,1.0,798.0
217,657.75,13,2,0,657.75,0.0,0.0,0.0,1,2,166.0,166.0,166,1023.145,3.03110599078341,0.0,0.0,0.011976047904191617,217.0
5,200.0,1,3,0,200.0,0.0,0.0,0.0,1,3,0.0,166.0,166,748.7633333333333,40.0,0.0,0.0,0.017964071856287425,5.0
87,230.3,11,1,0,230.3,0.0,0.0,0.0,1,1,0.0,0.0,0,230.3,2.647126436781609,0.0,0.0,1.0,87.0
203,432.55,11,1,0,432.55,0.0,0.0,0.0,1,1,0.0,0.0,0,432.55,2.1307881773399013,0.0,0.0,1.0,203.0
37,70.6,2,2,0,70.6,0.0,0.0,0.0,1,2,28.0,28.0,28,251.575,1.908108108108108,0.0,0.0,0.06896551724137931,37.0
835,1210.96,47,1,0,1210.96,0.0,0.0,0.0,1,1,0.0,0.0,0,1210.96,1.450251497005988,0.0,0.0,1.0,835.0
326,587.24,28,2,0,587.24,0.0,0.0,0.0,1,2,208.0,208.0,208,899.1,1.8013496932515338,0.0,0.0,0.009569377990430622,326.0
604,1001.52,43,3,0,1001.52,0.0,0.0,0.0,1,3,26.0,117.0,234,933.2400000000001,1.6581456953642384,0.0,0.0,0.01276595744680851,604.0
340,626.6,34,4,0,626.6,0.0,0.0,0.0,1,4,39.0,91.0,274,856.58,1.8429411764705883,0.0,0.0,0.014545454545454545,340.0
787,1407.7,82,1,0,1407.7,0.0,0.0,0.0,1,1,0.0,0.0,0,1407.7,1.7886912325285897,0.0,0.0,1.0,787.0
2529,4008.62,219,2,0,4008.62,0.0,0.0,0.0,1,2,432.0,432.0,432,2708.16,1.5850612890470541,0.0,0.0,0.004618937644341801,2529.0
163,367.48,18,1,0,367.48,0.0,0.0,0.0,1,1,0.0,0.0,0,367.48,2.254478527607362,0.0,0.0,1.0,163.0
245,400.5,23,2,0,400.5,0.0,0.0,0.0,1,2,112.0,112.0,112,383.99,1.6346938775510205,0.0,0.0,0.017699115044247787,245.0
211,459.84,20,3,0,459.84,0.0,0.0,0.0,1,3,252.0,182.0,364,409.2733333333333,2.1793364928909953,0.0,0.0,0.00821917808219178,211.0
1,-1.95,1,4,0,-1.95,0.0,0.0,0.0,1,4,14.0,126.0,378,306.4675,-1.95,0.0,0.0,0.010554089709762533,1.0
616,1508.65,51,1,0,1508.65,0.0,0.0,0.0,1,1,0.0,0.0,0,1508.65,2.449107142857143,0.0,0.0,1.0,616.0
1,-1508.65,1,2,0,-1508.65,0.0,0.0,0.0,1,2,0.0,0.0,0,0.0,-1508.65,0.0,0.0,2.0,1.0
1,1508.65,1,3,0,1508.65,0.0,0.0,0.0,1,3,0.0,0.0,0,502.8833333333334,1508.65,0.0,0.0,3.0,1.0
1,200.0,1,4,0,200.0,0.0,0.0,0.0,1,4,16.0,16.0,16,427.1625,200.0,0.0,0.0,0.23529411764705882,1.0
815,1765.95,50,5,0,1765.95,0.0,0.0,0.0,1,5,118.0,67.0,134,694.9200000000001,2.1668098159509204,0.0,0.0,0.037037037037037035,815.0
188,686.4,24,6,0,686.4,0.0,0.0,0.0,1,6,0.0,67.0,134,693.5,3.6510638297872338,0.0,0.0,0.044444444444444446,188.0
16,-240.0,1,7,0,-240.0,0.0,0.0,0.0,1,7,0.0,67.0,134,560.1428571428571,-15.0,0.0,0.0,0.05185185185185185,16.0
1,145.0,1,8,0,145.0,0.0,0.0,0.0,1,8,0.0,67.0,134,508.25,145.0,0.0,0.0,0.05925925925925926,1.0
606,1136.84,45,9,0,1136.84,0.0,0.0,0.0,1,9,62.0,65.33333333333333,197,578.0933333333334,1.8759735973597358,0.0,0.0,0.045454545454545456,606.0
12,-35.400000000000006,3,10,0,-35.400000000000006,0.0,0.0,0.0,1,10,83.0,69.75,281,516.744,-2.9500000000000006,0.0,0.0,0.03546099290780142,12.0
293,607.5500000000001,36,11,0,607.5500000000001,0.0,0.0,0.0,1,11,195.0,94.8,476,524.9990909090909,2.0735494880546077,0.0,0.0,0.023060796645702306,293.0
568,1268.74,62,1,0,1268.74,0.0,0.0,0.0,1,1,0.0,0.0,0,1268.74,2.2336971830985917,0.0,0.0,1.0,568.0
25,-41.35,4,2,0,-41.35,0.0,0.0,0.0,1,2,19.0,19.0,19,613.695,-1.6540000000000001,0.0,0.0,0.1,25.0
1,-18.38,1,1,0,-18.38,0.0,0.0,0.0,1,1,0.0,0.0,0,-18.38,-18.38,0.0,0.0,1.0,1.0
754,600.72,37,1,0,600.72,0.0,0.0,0.0,1,1,0.0,0.0,0,600.72,0.796710875331565,0.0,0.0,1.0,754.0
590,651.16,31,2,0,651.16,0.0,0.0,0.0,1,2,20.0,20.0,20,625.94,1.1036610169491525,0.0,0.0,0.09523809523809523,590.0
3,-11.25,1,3,0,-11.25,0.0,0.0,0.0,1,3,7.0,13.5,28,413.54333333333335,-3.75,0.0,0.0,0.10344827586206896,3.0
91,357.07,15,4,0,357.07,0.0,0.0,0.0,1,4,53.0,26.666666666666668,81,399.425,3.9238461538461538,0.0,0.0,0.04878048780487805,91.0
77,142.16,11,5,0,142.16,0.0,0.0,0.0,1,5,32.0,28.0,113,347.972,1.8462337662337662,0.0,0.0,0.043859649122807015,77.0
20,99.45,5,6,0,99.45,0.0,0.0,0.0,1,6,53.0,33.0,167,306.5516666666667,4.9725,0.0,0.0,0.03571428571428571,20.0
62,292.69,14,1,0,292.69,0.0,0.0,0.0,1,1,0.0,0.0,0,292.69,4.720806451612903,0.0,0.0,1.0,62.0
612,1938.4,65,1,0,1938.4,0.0,0.0,0.0,1,1,0.0,0.0,0,1938.4,3.167320261437909,0.0,0.0,1.0,612.0
1,-15.0,1,2,0,-15.0,0.0,0.0,0.0,1,2,0.0,0.0,0,961.7,-15.0,0.0,0.0,2.0,1.0
428,517.8,8,1,0,517.8,0.0,0.0,0.0,1,1,0.0,0.0,0,517.8,1.2098130841121495,0.0,0.0,1.0,428.0
140,143.0,2,2,0,143.0,0.0,0.0,0.0,1,2,29.0,29.0,29,330.4,1.0214285714285714,0.0,0.0,0.06666666666666667,140.0
134,143.94,9,1,0,143.94,0.0,0.0,0.0,1,1,0.0,0.0,0,143.94,1.074179104477612,0.0,0.0,1.0,134.0
266,461.62,26,1,0,461.62,0.0,0.0,0.0,1,1,0.0,0.0,0,461.62,1.7354135338345864,0.0,0.0,1.0,266.0
273,658.83,20,2,0,658.83,0.0,0.0,0.0,1,2,136.0,136.0,136,560.225,2.4132967032967034,0.0,0.0,0.014598540145985401,273.0
204,431.3,19,3,0,431.3,0.0,0.0,0.0,1,3,118.0,127.0,255,517.25,2.11421568627451,0.0,0.0,0.01171875,204.0
37,124.05000000000001,6,4,0,124.05000000000001,0.0,0.0,0.0,1,4,21.0,91.66666666666667,277,418.95000000000005,3.352702702702703,0.0,0.0,0.014388489208633094,37.0
90,210.9,10,5,0,210.9,0.0,0.0,0.0,1,5,30.0,76.25,307,377.34000000000003,2.3433333333333333,0.0,0.0,0.016233766233766232,90.0
429,902.09,35,6,0,902.09,0.0,0.0,0.0,1,6,126.0,86.2,434,464.79833333333335,2.102773892773893,0.0,0.0,0.013793103448275862,429.0
67,164.85,6,1,0,164.85,0.0,0.0,0.0,1,1,0.0,0.0,0,164.85,2.46044776119403,0.0,0.0,1.0,67.0
185,398.18,20,2,0,398.18,0.0,0.0,0.0,1,2,88.0,88.0,88,281.515,2.1523243243243244,0.0,0.0,0.02247191011235955,185.0
362,870.3,23,3,0,870.3,0.0,0.0,0.0,1,3,164.0,126.0,253,477.77666666666664,2.4041436464088397,0.0,0.0,0.011811023622047244,362.0
288,712.39,46,1,0,712.39,0.0,0.0,0.0,1,1,0.0,0.0,0,712.39,2.4735763888888886,0.0,0.0,1.0,288.0
6,38.099999999999994,3,2,0,38.099999999999994,0.0,0.0,0.0,1,2,7.0,7.0,7,375.245,6.349999999999999,0.0,0.0,0.25,6.0
8,-25.6,6,3,0,-25.6,0.0,0.0,0.0,1,3,10.0,8.5,17,241.63,-3.2,0.0,0.0,0.16666666666666666,8.0
387,1000.5,48,4,0,1000.5,0.0,0.0,0.0,1,4,48.0,21.666666666666668,65,431.34749999999997,2.5852713178294575,0.0,0.0,0.06060606060606061,387.0
72,151.20000000000002,1,5,0,151.20000000000002,0.0,0.0,0.0,1,5,0.0,21.666666666666668,65,375.318,2.1,0.0,0.0,0.07575757575757576,72.0
167,410.34,69,6,0,410.34,0.0,0.0,0.0,1,6,133.0,49.5,198,381.155,2.457125748502994,0.0,0.0,0.03015075376884422,167.0
73,234.75000000000003,7,1,0,234.75000000000003,0.0,0.0,0.0,1,1,0.0,0.0,0,234.75000000000003,3.2157534246575348,0.0,0.0,1.0,73.0
144,303.8,16,1,0,303.8,0.0,0.0,0.0,1,1,0.0,0.0,0,303.8,2.1097222222222225,0.0,0.0,1.0,144.0
6,-22.7,5,2,0,-22.7,0.0,0.0,0.0,1,2,28.0,28.0,28,140.55,-3.783333333333333,0.0,0.0,0.06896551724137931,6.0
351,513.05,27,3,0,513.05,0.0,0.0,0.0,1,3,17.0,22.5,46,264.71666666666664,1.4616809116809115,0.0,0.0,0.06382978723404255,351.0
238,462.5,19,4,0,462.5,0.0,0.0,0.0,1,4,49.0,31.333333333333332,95,314.1625,1.9432773109243697,0.0,0.0,0.041666666666666664,238.0
60,177.00000000000003,3,5,0,177.00000000000003,0.0,0.0,0.0,1,5,3.0,24.25,98,286.73,2.9500000000000006,0.0,0.0,0.050505050505050504,60.0
224,421.6,17,6,0,421.6,0.0,0.0,0.0,1,6,83.0,36.0,182,309.2083333333333,1.8821428571428573,0.0,0.0,0.03278688524590164,224.0
182,381.08,21,1,0,381.08,0.0,0.0,0.0,1,1,0.0,0.0,0,381.08,2.0938461538461537,0.0,0.0,1.0,182.0
